Title,Price,Bedrooms,Bathrooms,Property_Type,BER_Rating,Latitude,Longitude,Address,Country
"20 Kings Hall. D20 HA05, Chapelizod, Dublin 20",245000,1,1.0,Apartment,C3,53.3476359,-6.3418115,"20 Kings Hall. D20 HA05, Chapelizod, Dublin 20",Dublin
"14 Fortunes Lawn, Citywest, Co. Dublin",250000,2,2.0,Apartment,D1,53.2835954,-6.4253635,"14 Fortunes Lawn, Citywest, Co. Dublin",Dublin
"Bishop Street, Tuam, Co. Galway, H54D938",150000,3,1.0,Terrace,G,53.516245,-8.848117,"Bishop Street, Tuam, Co. Galway, H54D938",Galway
"29 The Boulevard, Semple Woods, Donabate, Co. Dublin, K36A3T7",485000,3,2.0,Terrace,A1,53.480419,-6.157151,"29 The Boulevard, Semple Woods, Donabate, Co. Dublin, K36A3T7",Dublin
"8 Mylespark, Cummer, Corofin, Co. Galway, H54FC62",275000,3,2.0,Bungalow,E1,53.439771,-8.876172,"8 Mylespark, Cummer, Corofin, Co. Galway, H54FC62",Galway
"10 North Street, Skibbereen, Co. Cork, P81DH60",450000,7,8.0,Townhouse,C1,51.551131,-9.265037,"10 North Street, Skibbereen, Co. Cork, P81DH60",Cork
"Garvey's Dew Drop Inn, Market Square, Charlestown, Co. Mayo, F12P583",395000,8,0.0,House,C3,53.963833,-8.794751,"Garvey's Dew Drop Inn, Market Square, Charlestown, Co. Mayo, F12P583",Mayo
"New Build, Killeigh, Tullamore, Killeigh, Co. Offaly, R35N2V9",450000,4,2.0,Bungalow,A3,53.214808,-7.450201,"New Build, Killeigh, Tullamore, Killeigh, Co. Offaly, R35N2V9",Offaly
"23 McDowell Avenue, Mount Brown, Kilmainham, Dublin 8, D08A0WH",525000,2,1.0,Terrace,C2,53.340823,-6.295007,"23 McDowell Avenue, Mount Brown, Kilmainham, Dublin 8, D08A0WH",Dublin
"The Tavern Bar, Main Street, Kiltimagh, Co. Mayo, F12H678",370000,5,3.0,Semi-D,C3,53.849454,-8.99994,"The Tavern Bar, Main Street, Kiltimagh, Co. Mayo, F12H678",Mayo
"3 Orlagh View, Scholarstown Road, Knocklyon, Dublin 16, D16X0C8",645000,3,2.0,Semi-D,D1,53.275535,-6.311683,"3 Orlagh View, Scholarstown Road, Knocklyon, Dublin 16, D16X0C8",Dublin
"Roughgrove, Bandon, Co. Cork, P72KF29",549000,4,2.0,Detached,C1,51.766734,-8.806735,"Roughgrove, Bandon, Co. Cork, P72KF29",Cork
"29A Ballyroan Heights, Rathfarnham, Dublin 16",375000,0,0.0,Site,,53.2875257,-6.3031908,"29A Ballyroan Heights, Rathfarnham, Dublin 16",Dublin
"Apartment 55, Carnegie Court, Swords, Co. Dublin, K67NT95",250000,1,1.0,Apartment,C3,53.461822,-6.217516,"Apartment 55, Carnegie Court, Swords, Co. Dublin, K67NT95",Dublin
"5 Vintage Court, Dublin 8",250000,1,1.0,Apartment,C2,53.3358646,-6.28875,"5 Vintage Court, Dublin 8",Dublin
"46 Castlegrange Road, Clondalkin, Dublin 22",275000,3,2.0,Terrace,D2,53.3212122,-6.4266344,"46 Castlegrange Road, Clondalkin, Dublin 22",Dublin
"Owencam, Corlough, Co. Cavan",39500,2,0.0,Detached,SI_666,54.12813442814769,-7.792602135,"Owencam, Corlough, Co. Cavan",Cavan
"Knockmore, Corlough, Co. Cavan, H14PK37",147500,0,0.0,Site,,54.125659,-7.761726,"Knockmore, Corlough, Co. Cavan, H14PK37",Cavan
"THE FOUR SEASONS, Main Street, Ballinamore, Co. Leitrim, N41D2X3",198000,3,2.0,Terrace,D1,54.052193,-7.802674,"THE FOUR SEASONS, Main Street, Ballinamore, Co. Leitrim, N41D2X3",Leitrim
"Meelick, Keshcarrigan, Co. Leitrim, N41H393",110000,2,1.0,Bungalow,G,53.982754,-7.925539,"Meelick, Keshcarrigan, Co. Leitrim, N41H393",Leitrim
"Kildorragh, Ballinamore, Co. Leitrim",100000,0,0.0,Site,,54.0581786,-7.7835344,"Kildorragh, Ballinamore, Co. Leitrim",Leitrim
"Bridge Street, Carrick-on-Shannon, Co. Leitrim, N41V9R0",250000,4,1.0,Semi-D,F,53.943706,-8.09494,"Bridge Street, Carrick-on-Shannon, Co. Leitrim, N41V9R0",Leitrim
"18 Saint Anthony's Avenue, Clondalkin, Clondalkin, Dublin 22, D22X234",750000,5,3.0,Semi-D,D2,53.317003,-6.392929,"18 Saint Anthony's Avenue, Clondalkin, Clondalkin, Dublin 22, D22X234",Dublin
"Attirory, Carrick-on-Shannon, Co. Leitrim, N41XP95",225000,0,0.0,Site,,53.938899,-8.075843,"Attirory, Carrick-on-Shannon, Co. Leitrim, N41XP95",Leitrim
"Clooney, Keshcarrigan, Co. Leitrim, N41EH28",115000,3,1.0,Detached,G,54.005974,-7.937557,"Clooney, Keshcarrigan, Co. Leitrim, N41EH28",Leitrim
"Sheena, Drumkeeran, Co. Leitrim, N41F968",99000,3,1.0,Detached,F,54.167715,-8.142483,"Sheena, Drumkeeran, Co. Leitrim, N41F968",Leitrim
"Carrownanty, Ballymote, Co. Sligo, F56EV18",Price on Application,0,0.0,Site,,54.087055,-8.522613,"Carrownanty, Ballymote, Co. Sligo, F56EV18",Sligo
"Cleen, Knockvicar, Crossna, Co. Roscommon, F52YV18",149000,2,1.0,Detached,G,54.011308,-8.189619,"Cleen, Knockvicar, Crossna, Co. Roscommon, F52YV18",Roscommon
"Kiltyhugh, Ballinamore, Co. Leitrim, N41E798",249000,4,2.0,Detached,F,54.087016,-7.779315,"Kiltyhugh, Ballinamore, Co. Leitrim, N41E798",Leitrim
"Gortnasillagh West, Drumkeeran, Drumkeeran, Co. Leitrim, N41AY16",75000,3,1.0,Bungalow,G,54.17923,-8.184835,"Gortnasillagh West, Drumkeeran, Drumkeeran, Co. Leitrim, N41AY16",Leitrim
"Finisklin, Kilclare, Carrick-on-Shannon, Co. Leitrim, N41X6C9",99000,1,1.0,Detached,G,53.973916,-7.997479,"Finisklin, Kilclare, Carrick-on-Shannon, Co. Leitrim, N41X6C9",Leitrim
"Lakeside Tavern, Drumcong, Keshcarrigan, Co. Leitrim, N41X8N6",199000,4,4.0,Semi-D,D1,54.028561,-7.973487,"Lakeside Tavern, Drumcong, Keshcarrigan, Co. Leitrim, N41X8N6",Leitrim
"10 The Paddocks, Carrick-On-Shannon, Carrick-on-Shannon, Co. Leitrim, N41YY79",199000,3,3.0,Semi-D,C2,53.955121,-8.089139,"10 The Paddocks, Carrick-On-Shannon, Carrick-on-Shannon, Co. Leitrim, N41YY79",Leitrim
"Site at Sheffield, Kilclare, Carrick-on-Shannon, Co. Leitrim",49000,0,0.0,Site,,54.00269002,-8.024497506,"Site at Sheffield, Kilclare, Carrick-on-Shannon, Co. Leitrim",Leitrim
"Drumanilra, Boyle, Co. Roscommon, F52NH95",199000,2,1.0,Bungalow,SI_666,54.01723,-8.245964,"Drumanilra, Boyle, Co. Roscommon, F52NH95",Roscommon
"Roscarban, Keshcarrigan, Keshcarrigan, Co. Leitrim, N41YH01",450000,4,3.0,Detached,E2,54.026114,-7.974755,"Roscarban, Keshcarrigan, Keshcarrigan, Co. Leitrim, N41YH01",Leitrim
"The Fountain, Killaneen, Fenagh, Co. Leitrim, N41HR64",230000,3,2.0,Bungalow,D2,54.040075,-7.841182,"The Fountain, Killaneen, Fenagh, Co. Leitrim, N41HR64",Leitrim
"Gortachoosh, Carrigallen, Corrawaleen, Co. Leitrim, H12EY95",89500,2,1.0,Detached,G,54.015236,-7.721635,"Gortachoosh, Carrigallen, Corrawaleen, Co. Leitrim, H12EY95",Leitrim
"Ashview House, Corlisheen, Drumsna, Kilnagross, Co. Leitrim, N41PA66",225000,3,1.0,Bungalow,C3,53.966153,-7.991536,"Ashview House, Corlisheen, Drumsna, Kilnagross, Co. Leitrim, N41PA66",Leitrim
"Boley, Ballinamore, Bawnboy, Co. Cavan, N41XT22",230000,4,2.0,Bungalow,B3,54.087544,-7.711982,"Boley, Ballinamore, Bawnboy, Co. Cavan, N41XT22",Cavan
"Foxborough, Drumsna, Drumsna, Co. Leitrim, N41F599",199000,3,1.0,Detached,D1,53.93986,-8.007658,"Foxborough, Drumsna, Drumsna, Co. Leitrim, N41F599",Leitrim
"38 Carbery Coast, Tullaghan, Tullaghan, Co. Leitrim, F91Y0E3",299000,4,2.0,Detached,C3,54.469285,-8.331656,"38 Carbery Coast, Tullaghan, Tullaghan, Co. Leitrim, F91Y0E3",Leitrim
"1 Anville Court, Ballinamore, Ballinamore, Co. Leitrim, N41EC57",195000,3,2.0,Semi-D,C2,54.052087,-7.800099,"1 Anville Court, Ballinamore, Ballinamore, Co. Leitrim, N41EC57",Leitrim
"Carricknabrack, Drumshanbo, Drumshanbo, Co. Leitrim, N41A336",Price on Application,4,1.0,Detached,G,54.048869,-8.043776,"Carricknabrack, Drumshanbo, Drumshanbo, Co. Leitrim, N41A336",Leitrim
"9 Church Avenue, East Wall, Dublin 3, D03X5F9",450000,3,2.0,Terrace,B3,53.351143,-6.234781,"9 Church Avenue, East Wall, Dublin 3, D03X5F9",Dublin
"2 Glenn Ard, Dunmore East, Dunmore East, Co. Waterford, X91P7K3",440000,4,3.0,Semi-D,A3,52.154566,-7.002853,"2 Glenn Ard, Dunmore East, Dunmore East, Co. Waterford, X91P7K3",Waterford
"Ballynew, Castlebar, Co. Mayo",Price on Application,0,0.0,Site,,53.87373980736885,-9.263918013,"Ballynew, Castlebar, Co. Mayo",Mayo
"Whites Hill, Clonhaston, Enniscorthy, Co. Wexford, Y21K6N3",345000,5,2.0,Detached,C2,52.515303,-6.535814,"Whites Hill, Clonhaston, Enniscorthy, Co. Wexford, Y21K6N3",Wexford
"36 Waters Edge, Oldtown Demesne, Naas, Co. Kildare, W91TWA4",350000,3,3.0,Terrace,C3,53.23214,-6.6677,"36 Waters Edge, Oldtown Demesne, Naas, Co. Kildare, W91TWA4",Kildare
"Apartment 73, Alen Hall, Belgard Square, Tallaght, Dublin 24, D24P5N2",235000,2,2.0,Apartment,D1,53.286721,-6.375299,"Apartment 73, Alen Hall, Belgard Square, Tallaght, Dublin 24, D24P5N2",Dublin
"Site at Shelbourne Park, Ennis Road, Co. Limerick, V94C9VX",Price on Application,0,0.0,Site,,52.670083,-8.641718,"Site at Shelbourne Park, Ennis Road, Co. Limerick, V94C9VX",Limerick
"17 Saint Francis Street, Edenderry, Co. Offaly, R45FK59",285000,3,1.0,Detached,D2,53.341153,-7.061009,"17 Saint Francis Street, Edenderry, Co. Offaly, R45FK59",Offaly
"Argyle and The Lodge, 4 Ballybride Manor, D18NY80",2750000,5,4.0,Detached,B3,53.228936,-6.137083,"Argyle and The Lodge, 4 Ballybride Manor, D18NY80",Dublin
"Cormac, Bray Road, Foxrock, Dublin 18, D18V5Y2",1750000,4,3.0,Detached,B2,53.271611,-6.167597,"Cormac, Bray Road, Foxrock, Dublin 18, D18V5Y2",Dublin
"36 Adelphi Quay, Waterford City, Co. Waterford, X91W832",230000,3,2.0,Duplex,C1,52.259217,-7.10339,"36 Adelphi Quay, Waterford City, Co. Waterford, X91W832",Waterford
"Leavalley, Confey, Leixlip, Co. Kildare, W23HVX5",545000,5,1.0,Detached,G,53.377519,-6.478804,"Leavalley, Confey, Leixlip, Co. Kildare, W23HVX5",Kildare
"Apartment 211 , Riverpoint, Limerick City Centre, V94FD92",239000,2,2.0,Apartment,B3,52.661503,-8.632639,"Apartment 211 , Riverpoint, Limerick City Centre, V94FD92",
"189 Dooradoyle Park, Dooradoyle, Co. Limerick, V94RTX6",295000,3,2.0,Duplex,B3,52.636848,-8.649617,"189 Dooradoyle Park, Dooradoyle, Co. Limerick, V94RTX6",Limerick
"34 Monastery Heath Court, Clondalkin, Dublin 22",289000,3,2.0,Duplex,B3,53.319948,-6.3817131,"34 Monastery Heath Court, Clondalkin, Dublin 22",Dublin
"40 Woodlawn Drive, Santry, Santry, Dublin 9, D17X993",395000,3,3.0,Semi-D,C3,53.401361,-6.233,"40 Woodlawn Drive, Santry, Santry, Dublin 9, D17X993",Dublin
"1 Cloonmore Drive, D24T6XF, Tallaght, Dublin 24",289000,3,2.0,End of Terrace,D2,53.2795139,-6.4021934,"1 Cloonmore Drive, D24T6XF, Tallaght, Dublin 24",Dublin
"5 Hampton Wood Way, Finglas, Dublin 11",275000,2,3.0,Townhouse,C1,53.4055709,-6.2858078,"5 Hampton Wood Way, Finglas, Dublin 11",Dublin
"2 Grange View Wood, Clondalkin, Dublin 22, D22FP49",289000,3,2.0,Semi-D,C3,53.327518,-6.43097,"2 Grange View Wood, Clondalkin, Dublin 22, D22FP49",Dublin
"24 Crestfield Downs, Riverstown, Glanmire, Co. Cork, T45TP99",315000,3,1.0,Detached,D2,51.93537,-8.394475,"24 Crestfield Downs, Riverstown, Glanmire, Co. Cork, T45TP99",Cork
"147 Harolds Cross Road, D6W XH66, Harold's Cross, Dublin 6",650000,4,1.0,Terrace,F,53.3244125,-6.2795007,"147 Harolds Cross Road, D6W XH66, Harold's Cross, Dublin 6",Dublin
"47 Westbourne Drive, Clondalkin, Dublin 22",295000,3,1.0,End of Terrace,D1,53.3230931,-6.419139,"47 Westbourne Drive, Clondalkin, Dublin 22",Dublin
"Apartment 157, The Plaza, Ballymun, Dublin 9",250000,2,2.0,Apartment,C1,53.3969459,-6.2639131,"Apartment 157, The Plaza, Ballymun, Dublin 9",Dublin
"44 Bancroft Road, D24TWY4, Tallaght, Dublin 24",450000,5,1.0,Semi-D,D1,53.2912959,-6.3507799,"44 Bancroft Road, D24TWY4, Tallaght, Dublin 24",Dublin
"12 Mayeston Rise, Finglas, Dublin 11",265000,2,2.0,Apartment,B3,53.4073415,-6.2886024,"12 Mayeston Rise, Finglas, Dublin 11",Dublin
"5 McKelvey Avenue, Finglas, Dublin 11",285000,3,1.0,Terrace,D2,53.4002595,-6.3037496,"5 McKelvey Avenue, Finglas, Dublin 11",Dublin
"47 Rossfield Avenue, D24K6RY, Tallaght, Dublin 24",270000,3,1.0,Terrace,C2,53.2871671,-6.4004108,"47 Rossfield Avenue, D24K6RY, Tallaght, Dublin 24",Dublin
"39 Corduff Gardens, Blanchardstown, Dublin 15",325000,3,1.0,End of Terrace,D1,53.3983101,-6.3740829,"39 Corduff Gardens, Blanchardstown, Dublin 15",Dublin
"18 St Anthonys Avenue, D22 X234, Clondalkin, Dublin 22",750000,5,3.0,Semi-D,D2,53.3185822,-6.3944896,"18 St Anthonys Avenue, D22 X234, Clondalkin, Dublin 22",Dublin
"10 Selskar Road, Skerries, Co. Dublin, K34TC64",695000,4,3.0,Semi-D,C3,53.577318,-6.120731,"10 Selskar Road, Skerries, Co. Dublin, K34TC64",Dublin
"Apt 24, Block B, Westend Gate, D24RW92, Tallaght, Dublin 24",245000,2,2.0,Apartment,B3,53.2855113,-6.3764864,"Apt 24, Block B, Westend Gate, D24RW92, Tallaght, Dublin 24",Dublin
"5 Pembroke Place, Dublin 4, Ballsbridge, Dublin 4, D04K2N1",695000,2,2.0,Terrace,D1,53.328894,-6.2328,"5 Pembroke Place, Dublin 4, Ballsbridge, Dublin 4, D04K2N1",Dublin
"3 Beechbrook Park, Greystones, Co. Wicklow, A63V003",650000,4,2.0,Detached,C3,53.14284,-6.08587,"3 Beechbrook Park, Greystones, Co. Wicklow, A63V003",Wicklow
"The Tamarind, Rathkilmore, Kilcock, Co. Meath, W23W6T7",699000,3,3.0,Detached,C2,53.455764,-6.664504,"The Tamarind, Rathkilmore, Kilcock, Co. Meath, W23W6T7",Meath
"80 Avondale Park, Raheny, Raheny, Dublin 5, D05DK18",580000,3,2.0,Terrace,C1,53.378804,-6.171934,"80 Avondale Park, Raheny, Raheny, Dublin 5, D05DK18",Dublin
"Ballady Lodge, Ballady, Belgooly, Kinsale, Co. Cork, P17WT78",850000,4,5.0,Detached,B3,51.750457,-8.478462,"Ballady Lodge, Ballady, Belgooly, Kinsale, Co. Cork, P17WT78",Cork
"10 Nangor Crescent, Clondalkin, Dublin 22, D22XV79",335000,3,1.0,Semi-D,D2,53.321702,-6.409558,"10 Nangor Crescent, Clondalkin, Dublin 22, D22XV79",Dublin
"28 Broadfield Meadows, Rathcoole, Co. Dublin",325000,3,3.0,Terrace,B3,53.3208,-6.394016,"28 Broadfield Meadows, Rathcoole, Co. Dublin",Dublin
"Doonane, Colemanstown, Monivea, Co. Galway, H53CC98",425000,4,2.0,Detached,C2,53.389784,-8.645221,"Doonane, Colemanstown, Monivea, Co. Galway, H53CC98",Galway
"111 Whitethorn Drive, Palmerstown, D22R2W0, Dublin 20",395000,3,3.0,Semi-D,D2,53.3439319,-6.381239,"111 Whitethorn Drive, Palmerstown, D22R2W0, Dublin 20",
"43 Millrace Park, Saggart, Co. Dublin",295000,3,3.0,Apartment,B2,53.2804139,-6.4531399,"43 Millrace Park, Saggart, Co. Dublin",Dublin
"8 Fortunes Lawn, Citywest, Co. Dublin",250000,2,2.0,Apartment,C2,53.2835954,-6.4253635,"8 Fortunes Lawn, Citywest, Co. Dublin",Dublin
"7A Clune Road, Finglas, Dublin 11",295000,2,1.0,Bungalow,D2,53.3902312,-6.2934651,"7A Clune Road, Finglas, Dublin 11",Dublin
"14 Melville Crescent, Meakstown, Finglas, Dublin 11",295000,3,3.0,Duplex,B2,53.40173601,-6.29284826,"14 Melville Crescent, Meakstown, Finglas, Dublin 11",Dublin
"3 Tibradden Grove, D12A6C0, Walkinstown, Dublin 12",390000,3,1.0,Terrace,C2,53.3090353,-6.3413756,"3 Tibradden Grove, D12A6C0, Walkinstown, Dublin 12",Dublin
"39 Holywell Lane, Swords, Co. Dublin",250000,2,1.0,Apartment,C3,53.4433138,-6.2117116,"39 Holywell Lane, Swords, Co. Dublin",Dublin
"222 Beech Park, Lucan, Co. Dublin",575000,4,3.0,Semi-D,E1,53.3570486,-6.4363451,"222 Beech Park, Lucan, Co. Dublin",Dublin
"House Plus Site @ 66 La Touche Road, D12 TN35, Bluebell, Dublin 12",495000,4,3.0,Detached,F,53.3324715,-6.335137,"House Plus Site @ 66 La Touche Road, D12 TN35, Bluebell, Dublin 12",Dublin
"4 Ard Mor Park, D24C5P1, Tallaght, Dublin 24",250000,3,1.0,Semi-D,C3,53.2877084,-6.4159481,"4 Ard Mor Park, D24C5P1, Tallaght, Dublin 24",Dublin
"18, Block A, Aras Na Cluaine, D22NX31, Clondalkin, Dublin 22",220000,2,2.0,Apartment,C2,53.3279959,-6.3833901,"18, Block A, Aras Na Cluaine, D22NX31, Clondalkin, Dublin 22",Dublin
"58 Parklands Court, D24 K138, Ballycullen, Dublin 24",280000,2,1.0,Apartment,C2,53.2753548,-6.3413643,"58 Parklands Court, D24 K138, Ballycullen, Dublin 24",Dublin
"1 Cuil Duin Walk, Citywest, Co. Dublin",465000,4,3.0,End of Terrace,A3,53.285018,-6.4309898,"1 Cuil Duin Walk, Citywest, Co. Dublin",Dublin
"16 Lisle Road, D12W5N3, Walkinstown, Dublin 12",450000,3,1.0,Semi-D,C1,53.3197996,-6.3171106,"16 Lisle Road, D12W5N3, Walkinstown, Dublin 12",Dublin
"2A Mckee Road, Finglas, Dublin 11",199000,2,1.0,Apartment,E2,53.3907983,-6.2982757,"2A Mckee Road, Finglas, Dublin 11",Dublin
"23 Elm Park Terrace, Terenure, Terenure, Dublin 6, D6WEV72",499000,2,1.0,End of Terrace,C2,53.310898,-6.283763,"23 Elm Park Terrace, Terenure, Terenure, Dublin 6, D6WEV72",Dublin
"20 Alderwood Grove, Springfield, D24XHK1, Tallaght, Dublin 24",310000,3,1.0,Terrace,C3,53.2863171,-6.3792646,"20 Alderwood Grove, Springfield, D24XHK1, Tallaght, Dublin 24",Dublin
"161A Jamestown Road, Finglas, Dublin 11",475000,3,3.0,Detached,B2,53.39604,-6.2933614,"161A Jamestown Road, Finglas, Dublin 11",Dublin
"21 Goldstone Court, D12P209, Crumlin, Dublin 12",275000,2,1.0,Apartment,C3,53.3266446,-6.2910817,"21 Goldstone Court, D12P209, Crumlin, Dublin 12",Dublin
"23 Elm Park Terrace, D6W EV72, Terenure, Dublin 12",499000,2,1.0,End of Terrace,C2,53.3108854,-6.2836759,"23 Elm Park Terrace, D6W EV72, Terenure, Dublin 12",Dublin
"Gabriele House, Coolmine, Rathcoole, Co. Dublin",549000,5,2.0,Detached,F,53.2723578,-6.4752993,"Gabriele House, Coolmine, Rathcoole, Co. Dublin",Dublin
"28 Brompton Lawn. D15 VC2X, Castleknock, Dublin 15",620000,4,2.0,Semi-D,E1,53.3807125,-6.3822692,"28 Brompton Lawn. D15 VC2X, Castleknock, Dublin 15",Dublin
"Site Grage (with full planning permission for four detached homes ), Ballyboughal, Co. Dublin, A41XF65",700000,0,0.0,Site,,53.518976,-6.266428,"Site Grage (with full planning permission for four detached homes ), Ballyboughal, Co. Dublin, A41XF65",Dublin
"Rathgoggin South, Charleville, Co. Cork, P56E267",379000,4,2.0,Bungalow,D2,52.343682,-8.670272,"Rathgoggin South, Charleville, Co. Cork, P56E267",Cork
"42 Hollybrook, Brighton Road, Foxrock, Dublin 18, D18H9T1",1795000,3,0.0,Apartment,B1,53.264104,-6.181213,"42 Hollybrook, Brighton Road, Foxrock, Dublin 18, D18H9T1",Dublin
"17 Garrynisk Road, D24 KA0H, Kingswood, Dublin 24",325000,3,1.0,Terrace,C1,53.3018046,-6.3733896,"17 Garrynisk Road, D24 KA0H, Kingswood, Dublin 24",Dublin
"47 Gleann Ribh, Lusk, Co. Dublin",325000,3,3.0,Terrace,B3,53.5224201,-6.1668641,"47 Gleann Ribh, Lusk, Co. Dublin",Dublin
"Rahard, Athenry, Co. Galway, H65XT32",380000,4,2.0,Bungalow,B3,53.28919,-8.715009,"Rahard, Athenry, Co. Galway, H65XT32",Galway
"Tully, Strandhill Road, Strandhill, Co. Sligo, F91Y194",549000,4,2.0,Bungalow,D1,54.273543,-8.56703,"Tully, Strandhill Road, Strandhill, Co. Sligo, F91Y194",Sligo
"64 Block 4e, The Casino, Malahide, Co. Dublin, K36PK31",430000,1,1.0,Apartment,C3,53.451133,-6.157421,"64 Block 4e, The Casino, Malahide, Co. Dublin, K36PK31",Dublin
"68 Bremore Drive, Balbriggan, Co. Dublin, K32YD88",349950,3,1.0,End of Terrace,D1,53.613321,-6.190869,"68 Bremore Drive, Balbriggan, Co. Dublin, K32YD88",Dublin
"43 Ballinteer Park, Ballinteer, Ballinteer, Dublin 16, D16RV02",589000,3,1.0,Semi-D,F,53.277911,-6.250011,"43 Ballinteer Park, Ballinteer, Ballinteer, Dublin 16, D16RV02",Dublin
"Rockbrook (on 4 acres), Jerpoint Church, Thomastown, Co. Kilkenny, R95E229",600000,4,3.0,Detached,C2,52.508664,-7.166319,"Rockbrook (on 4 acres), Jerpoint Church, Thomastown, Co. Kilkenny, R95E229",Kilkenny
"Mountain Dale, Rathgeran, Ballymurphy, Borris, Co. Carlow, R95P7F7",385000,3,1.0,Detached,D2,52.57645,-6.832088,"Mountain Dale, Rathgeran, Ballymurphy, Borris, Co. Carlow, R95P7F7",Carlow
"Castleview House B&B, St Ercs Terrace, Slane, Co. Meath, C15XT53",495000,5,5.0,Detached,C3,53.710114,-6.549205,"Castleview House B&B, St Ercs Terrace, Slane, Co. Meath, C15XT53",Meath
"40 Holywell Dene, Swords, Co. Dublin, K67HE17",375000,3,3.0,Semi-D,C2,53.44168,-6.21023,"40 Holywell Dene, Swords, Co. Dublin, K67HE17",Dublin
"Mountain, Ballyhaunis, Ballyhaunis, Co. Mayo, F35X624",195000,3,1.0,Detached,G,53.789903,-8.738388,"Mountain, Ballyhaunis, Ballyhaunis, Co. Mayo, F35X624",Mayo
"BUNDUFF, Cliffoney, Co. Sligo",60000,0,0.0,Site,,54.4476422,-8.4271843,"BUNDUFF, Cliffoney, Co. Sligo",Sligo
"96A Griffith Road, Glasnevin, Dublin 11, D11RH74",480000,3,3.0,Detached,C1,53.384241,-6.284211,"96A Griffith Road, Glasnevin, Dublin 11, D11RH74",Dublin
"Bawnmore South, Kanturk, Kanturk, Co. Cork, P51W8D9",275000,3,2.0,Bungalow,D1,52.236097,-8.90202,"Bawnmore South, Kanturk, Kanturk, Co. Cork, P51W8D9",Cork
"Williamstown, Finea, Co. Westmeath, N91ET86",200000,4,1.0,Bungalow,C3,53.772715,-7.361093,"Williamstown, Finea, Co. Westmeath, N91ET86",Westmeath
"8 Ráthainin Drive, Rochfortbridge, Co. Westmeath, N91F6DH",485000,4,3.0,Detached,A2,53.419568,-7.294653,"8 Ráthainin Drive, Rochfortbridge, Co. Westmeath, N91F6DH",Westmeath
"17 Hazelwood Way, Glanmire, Glanmire, Co. Cork, T45P832",285000,3,1.0,Semi-D,B3,51.934077,-8.393143,"17 Hazelwood Way, Glanmire, Glanmire, Co. Cork, T45P832",Cork
"O'Kelly House, Dunkellin Street, Loughrea, Co. Galway",460000,3,2.0,Apartment,C2,53.198497,-8.570052,"O'Kelly House, Dunkellin Street, Loughrea, Co. Galway",Galway
"Apartment 86 , T Fhiacha, Gleann Na R, Murroogh, Co. Galway, H91D2H2",225000,2,1.0,Apartment,C2,53.272776,-9.002801,"Apartment 86 , T Fhiacha, Gleann Na R, Murroogh, Co. Galway, H91D2H2",Galway
"16 Broomfield Mews, Malahide, Co. Dublin, K36WR02",460000,2,1.0,End of Terrace,D2,53.440507,-6.150754,"16 Broomfield Mews, Malahide, Co. Dublin, K36WR02",Dublin
"Monfin, Enniscorthy, Co. Wexford, Y21N5H2",650000,4,3.0,Detached,C1,52.474646,-6.588372,"Monfin, Enniscorthy, Co. Wexford, Y21N5H2",Wexford
"13 Maple Close, The Friary, Castledermot, Castledermot, Co. Kildare, R14E681",275000,4,3.0,Semi-D,D1,52.915087,-6.840095,"13 Maple Close, The Friary, Castledermot, Castledermot, Co. Kildare, R14E681",Kildare
"44 Rockview Green, Rockview, Portlaoise, Co. Laois, R32WD9W",245000,3,3.0,Terrace,B2,53.030548,-7.315305,"44 Rockview Green, Rockview, Portlaoise, Co. Laois, R32WD9W",Laois
"Abbey Street, Ballyhaunis, Ballyhaunis, Co. Mayo, F35W328",170000,5,1.0,End of Terrace,G,53.761835,-8.763116,"Abbey Street, Ballyhaunis, Ballyhaunis, Co. Mayo, F35W328",Mayo
"4 Rocksprings, Dunmore Road, Waterford City Centre, X91Y8NW",595000,4,4.0,Detached,E1,52.247475,-7.092895,"4 Rocksprings, Dunmore Road, Waterford City Centre, X91Y8NW",
"Tonlegee, Roscommon, Cloverhill, Co. Roscommon, F42XH39",60000,0,0.0,Site,,53.673398,-8.228421,"Tonlegee, Roscommon, Cloverhill, Co. Roscommon, F42XH39",Roscommon
"16 Cluain Alainn, Pairc An Aonaigh, Mogeely, Midleton, Co. Cork, P25H2K4",395000,4,3.0,Semi-D,A2,51.933079,-8.05051,"16 Cluain Alainn, Pairc An Aonaigh, Mogeely, Midleton, Co. Cork, P25H2K4",Cork
"236 Palace Fields, Tuam, Co. Galway, H54HW24",350000,4,4.0,Semi-D,B3,53.522358,-8.848108,"236 Palace Fields, Tuam, Co. Galway, H54HW24",Galway
"Gortgarve, Kiltimagh, Kiltimagh, Co. Mayo, F12N924",295000,3,2.0,Bungalow,D1,53.843869,-9.009744,"Gortgarve, Kiltimagh, Kiltimagh, Co. Mayo, F12N924",Mayo
"114 Droim Liath, Collins Lane, Tullamore, Co. Offaly, R35X3P9",265000,3,2.0,Semi-D,B3,53.290307,-7.505885,"114 Droim Liath, Collins Lane, Tullamore, Co. Offaly, R35X3P9",Offaly
"1 Moneen, Castlebar, Castlebar, Co. Mayo, F23ET99",290000,3,3.0,Semi-D,C3,53.860183,-9.283122,"1 Moneen, Castlebar, Castlebar, Co. Mayo, F23ET99",Mayo
